controlno,Title,Author,Callno,Accession,Copyright
111607153332,Aquino vs. Marcos the grand collision,"Martinez, Manuel F.",320.9 M585,31404,1984
111307102227,Philippine development issues,"Tendero, Avelino P.",303 T291,32051,1984
112607105518,Agricultural economics,"Fajardo, Feliciano R.",338.1 F175 2E,20015,1985
111907110524,Filipino women in public affairs,National Commission on the Role of Filipino Women,323.24 N277,31114,1985
112107145723,The Philippine Agrarian Reform Program,Ministry of Agrarian Reform,333.31 M665,20832,1985
112207141451,National internal revenue handbook,"Montejo, Cirilo G.",336.24 M775,19634,1985
111507161607,Introductory statistics,"Pagoso, Cristobal M.",310 P139,34515,1985
112707134949,Economic development,"Fajardo, Feliciano R.",338.9 F175 85,19823,1985
112707134949,Economic development,"Fajardo, Feliciano R.",338.9 F175 85,20161,1985
112207151855,Basic manufacturing,"Kruppa, J. Russell",338 K94,30341,1985
112207151855,Basic manufacturing,"Kruppa, J. Russell",338 K94,30342,1985
111907160116,Regional cooperation and integration in ASIA,"Fukasaku, Kiichiro",330 F961,33179,1985
112707134949,Economic development,"Fajardo, Feliciano R.",338.9 F175 85,20199,1985
112207141451,National internal revenue handbook,"Montejo, Cirilo G.",336.24 M775,19633,1985
111507161607,Introductory statistics,"Pagoso, Cristobal M.",310 P139,33391,1985
112107145723,The Philippine Agrarian Reform Program,Ministry of Agrarian Reform,333.31 M665,20844,1985
111907101650,Behind the scenes in American government,"Woll, Peter",320.973 W863,20391,1985
112707084715,Introductory microeconomics,"Pagoso, Cristobal M.",338.5 P139,20425,1985
112007110511,Industrial relations,"Glassman, Alan",331 G549,31776,1985
112107161644,Cases in cooperaive marketing,"McBride, Glynn",334.681 M119,30195,1986
112707082844,Principles of microeconomics,"Mansfield, Ediwin",338.5 M287,30228,1986
112107152830,Environmental planning and management,Asian Development Bank,333.7 S832,448,1986
112107161644,Cases in cooperaive marketing,"McBride, Glynn",334.681 M119,30174,1986
102507100322,Communication research,"Rubin, Rebecca B.",302.2 R896,30067,1986
112007144418,Training in organizations,"Goldstein, Irwin L.",331.259 G624,31772,1986
112207150403,International economics,"Ingram, James C.",337 I54,31705,1986
112107161644,Cases in cooperaive marketing,"McBride, Glynn",334.681 M119,30492,1986
112107161644,Cases in cooperaive marketing,"McBride, Glynn",334.681 M119,90193,1986
102307092539,Sociology concepts and characteristics,"Landis, Judson R.",301 L257,30059,1986
102307092539,Sociology concepts and characteristics,"Landis, Judson R.",301 L257,30058,1986
111507093449,The Punjabi Indian family in Manila,"Pabla, Tarlochan Kaur",306.85 P112,33061,1986
102307092539,Sociology concepts and characteristics,"Landis, Judson R.",301 L257,30057,1986
112107161644,Cases in cooperaive marketing,"McBride, Glynn",334.681 M119,30176,1986
112707083050,Microeconomics,"Mandfield, Edwin",338.5 M287 86E,7609,1986
102507100322,Communication research,"Rubin, Rebecca B.",302.2 R896,30069,1986
102307092539,Sociology concepts and characteristics,"Landis, Judson R.",301 L257,30056,1986
102307092539,Sociology concepts and characteristics,"Landis, Judson R.",301 L257,30060,1986
112707082844,Principles of microeconomics,"Mansfield, Ediwin",338.5 M287,30229,1986
102307111036,Sociology,"Stark, Rodney",301 S795,30266,1987
112107144914,Agrarian reform words and phrases,Department of Agrarian Reform,333.31 D419,30717,1987
112107150616,Fresh winds of change in agrarian reform,"Palacpac, Orlino Sol",333.31 P153,20941,1987
102307111036,Sociology,"Stark, Rodney",301 S795,30263,1987
102307111036,Sociology,"Stark, Rodney",301 S795,30262,1987
102407111005,The Science game,"Agnew, Neil Mck.",301.072 S273 4E,31971,1987
111507151145,Introduction to statistics,"Febre, Francisco A. Jr.",310 F289,703,1987
111507151145,Introduction to statistics,"Febre, Francisco A. Jr.",310 F289,19474,1987
111507161031,Introductory statistics,"Navarette, Norberto",310 N321,32399,1987
112207081533,The main debate,"Machan, Tibor R.",335.4 M149,30343A,1987
111507151145,Introduction to statistics,"Febre, Francisco A. Jr.",310 F289,19286,1987
102307111036,Sociology,"Stark, Rodney",301 S795,30265,1987
112107142525,Credits and collections,"Miranda, Gregorio S.",332.7 M672 RE,30855,1987
102307111036,Sociology,"Stark, Rodney",301 S795,30264,1987
112207081533,The main debate,"Machan, Tibor R.",335.4 M149,30372,1987
102507132650,Among friends,"Pogrebin, Letty Cottin",302.34 P746,30350,1987
112207081533,The main debate,"Machan, Tibor R.",335.4 M149,30343,1987
112107142525,Credits and collections,"Miranda, Gregorio S.",332.7 M672 RE,18143,1987
111307102041,Pursue that dream and be a winner,"Quemado, Gabriel",302.54 Q3,31476,1987
112007142521,Labor relations,"Sandver, Marcus Hart",331 S221,31717,1987
112607110527,Deregulation and the agrarian crisis,"Ofreneo, Rene E.",338.1 O33,33607,1987
112707081809,Fundamentals of managerial economics,"Keating, Barry",338.5 K25,31685,1987
102507092308,Process consultation,"Schein, Edgar H.",302 S319 I II,34428,1988
102507105204,Media / Impact,"Biagi, Shirley",302.23 B576,30861,1988
111507160552,Statistical hnadbook of the Philippines 1988,National Statistics Office,310 N277,32096,1988
112007153723,International finance,"Miranda, Gregorio S.",332 M672,31513,1988
102507092829,"""Once a Chinese, always a Chinese?""","Von Brevern, Marilies",302.14 V948,31505,1988
112807145820,Poverty,"Callanta, Ruth S.",339.46 C156,135,1988
112707144229,Introductory macroeconomics,"Pagoso, Cristobal M.",339 P139,32860,1988
102307103459,Sociology and anthropology,"Panopio, Isabel S.",301 P195 SA,32401,1988
102507105204,Media / Impact,"Biagi, Shirley",302.23 B576,30860,1988
102507105204,Media / Impact,"Biagi, Shirley",302.23 B576,30207,1988
112907082823,The work of the international law commission,United Nations,341 U58,1200,1988
112007153723,International finance,"Miranda, Gregorio S.",332 M672,31512,1988
112107111657,1988 annual report,National Institute of Bank Management,332.12 N277,34486,1988
102507092308,Process consultation,"Schein, Edgar H.",302 S319 I II,34429,1988
112807145820,Poverty,"Callanta, Ruth S.",339.46 C156,136,1988
112807145820,Poverty,"Callanta, Ruth S.",339.46 C156,134,1988
112007155830,Money and banking,"Black, Tyrone",332.1 B627,31775,1988
102307091135,Social organization in three Philippine villages,"Jocano, F. Landa",301 J63,30406,1988
111607095451,General statistics,"Sta. Maria, Antonina C.",310 S232,50348,1988
102307091135,Social organization in three Philippine villages,"Jocano, F. Landa",301 J63,30405,1988
101607141126,Social science for Filipinos,"Salgado, Pedro V.",300.1 S164,31458,1988
112907084302,The constitution of the Republic of the Philippines,"Nolledo, Jose N.",342.02 N793 89RE,0,1989
111407140853,The fiminist movement in the Philippines 1905-1955,"Subido, Tarrosa",305.42 S941,31121,1989
112707085313,Microeconomics,"Pindyck, Robert S.",338.5 P648,32523,1989
111507154323,A first course in business statistics,"McClave, James T.",310 M162,31722,1989
111507154323,A first course in business statistics,"McClave, James T.",310 M162,31686,1989
112607085348,Entrepreneurship development,"Manopol, Erlinda T.",338.04 M285,30001,1989
112007150449,Cases in collective bargaining and industrial relations,Collective Bargaining,331.89 S365,31771,1989
112007150449,Cases in collective bargaining and industrial relations,Collective Bargaining,331.89 S365,31769,1989
112607085348,Entrepreneurship development,"Manopol, Erlinda T.",338.04 M285,20921,1989
111607104523,Countries and concepts,"Roskin, Michael G.",320.3 R821,31974,1989
111907151255,China and the world,"Kim, Samuel S.",327.951 K49,32129,1989
112607085348,Entrepreneurship development,"Manopol, Erlinda T.",338.04 M285,20932,1989
112707140105,Economic development in the third world,"Todaro, Michael P.",338.9 T633,31678,1989
111407133937,"Aging, the individual, and society","Barrow, Georgia M.",305.26 B278,31684,1989
111507085012,The complete courtship,"Van Pelt, Nancy",306.734 V273,1317,1989
111907151255,China and the world,"Kim, Samuel S.",327.951 K49,32130,1989
112707085313,Microeconomics,"Pindyck, Robert S.",338.5 P648,32522,1989
112707112819,International business environments and operations,"Daniels, John D.",338.88 D186,32774,1989
112207083317,Readings in the economics of taxation,American Economic Association,336.2 A512,8087,1989
111407133937,"Aging, the individual, and society","Barrow, Georgia M.",305.26 B278,31702,1989
112207082203,Public finance in theory and practice,"Musgrave, Richard A.",336 M987 5E,30891,1989
112007112509,Labor economics and labor relations,"Reynolds, Lloyd G.",331 R463,20273,199
112707085711,Contemporary microeconomics,"Spencer, Milton H.",338.5 S745,31770,1990
112707142833,Study guide,"Blankmeyer, Eric",339 B642 SGS,31807,1990
111907105030,The irony of democracy,"Dye, Thomas R.",321.8 D995,31970,1990
112907154524,Obligations and contracts (with introduction to law),"Torres, Justo P.",346.07 T693,32060,1990
112707134101,Human resource policy and economic development,Asian Development Bank,338.9 A832,34316,1990
112707090107,Taking sides,"Swartz, Thomas R.",338.5 S973,31803,1990
112707090107,Taking sides,"Swartz, Thomas R.",338.5 S973,31804,1990
111407151128,Cultural anthropology,"Haviland, William A.",306 H388,31886,1990
111307111704,Computers in society,"Schellenberg, Kathryn",303.4834 S322,31936,1990
102407105458,The social experience,"Vander Zanden, James W.",301 V242,292,1990
111507075604,Faces of culture,"Searles, Richard T.",306 S439,31805,1990
101607132655,Social science,"Hunt, Elgin F.",300.1 H939,31857,1990
111507090827,Human intimacy,"Cox, Frank D.",306.8 C877,31928,1990
112007101112,Social market economy,"Jung, Winfried",330.122 J95,34350,1990
111307082230,Behavior in organizations,"Baron, Robert A.",302.35 B265,31696,1990
112107100614,Economics,"Lipsey, Richard G.",330 L767 9E,31781,1990
111507090827,Human intimacy,"Cox, Frank D.",306.8 C877,31927,1990
112007085515,History of economic thought,"De Leon, Emmanuel B.",330.01 D346,31503,1990
112007085515,History of economic thought,"De Leon, Emmanuel B.",330.01 D346,31502,1990
112007082215,Study guide for Baumol and Blinder''s economics,"Swan, Craig",330 S972 SG,31783,1991
102507095446,Understanding human communication,"Adler, Ronald B.",302.2 A237,31806,1991
111407133020,"Infancy, childhood and adolescence","Steinberg, Laurence",305.231 S819,31732,1991
111407133020,"Infancy, childhood and adolescence","Steinberg, Laurence",305.231 S819,31733,1991
112107090711,Central banking,"Fajardo, Feliciano R.",332.11 F175 CB91,30859,1991
112607101811,Handbook for women entrepreneurs,"Resurrection, Angelita",338.04 R436,34462,1991
102307092235,Anthropolgy,"Kottak, Conrad Phillip",301 K87,32020,1991
112207141643,Handbook on income taxation in the Philippines,"Nolledo, Jose N.",336.24 N793,30742,1991
111407104219,Perestroika from below,"Sedaitis, Judith B.",303.484 S447,32148,1991
111907080707,Regime change in afghanistan,"Saikal, Amin",320.9581 S132,32145,1991
112207141643,Handbook on income taxation in the Philippines,"Nolledo, Jose N.",336.24 N793,30743,1991
111507091301,Marriages and families,"Lamanna, Mary Ann",306.8 L214,32018,1991
112207084741,Philippine transfer and business taxation including other taxes book 2,"Ceñido, Dante Yson",336.2 C395 2,32862,1991
101607140907,Contemporary society,"Perry, John A.",300.1 P463,31923,1991
112607162231,Microeconomics 91/92,"Cole, Don",338.5 C689,31737,1991
101607142211,Anthropology 91/92,"Angeloni, Elvio",301 A584,31823,1991
112207084741,Philippine transfer and business taxation including other taxes book 2,"Ceñido, Dante Yson",336.2 C395 2,32861,1991
111607144923,Politics in states and communities,"Dye, Thomas R.",320.8 D995,31933,1991
112607101922,Introduction to entrepreneurship,Small Enterprises Research and Development Foundation (SERDEF),338.04 S635 91E,31001,1991
112207084741,Philippine transfer and business taxation including other taxes book 2,"Ceñido, Dante Yson",336.2 C395 2,31000,1991
112207084741,Philippine transfer and business taxation including other taxes book 2,"Ceñido, Dante Yson",336.2 C395 2,30887,1991
111607103011,Political science,"Zaide, Sonia M.",320 Z21,32200,1992
111607103011,Political science,"Zaide, Sonia M.",320 Z21,32259,1992
111607103011,Political science,"Zaide, Sonia M.",320 Z21,32261,1992
101607154636,Introduction to sociology,"Hebding, Daniel E.",301 H443,32397,1992
112107101413,Solutions to technical and analytical questions for use with economic analysis,"Maurice, S. Charles",330 M455,3192,1992
111607103011,Political science,"Zaide, Sonia M.",320 Z21,32637,1992
112107104429,Economics,"Samuelson, Paul A.",330 S193 14E,277,1992
102507112305,Many voices,"Williams, Abiodun",302.3 W721,32142,1992
112907111143,Controversies in criminal law,"Gorr, Michael J.",345 G673,32158,1992
112707104547,Business for the 21st century,"Skinner, Steven J.",338.5443 S628,31778,1992
111907105812,The power of reform in the AFP logcom a true story the struggle continues...,"Mariano, Manuel B.",322.44 M333,34321,1992
112607135558,Political and agrarian development in Guatemala,"Berger, Susan A.",338.1872 B496,32416,1992
101607144412,Anthropology,"Ember, Carol R.",301 E53,32284,1992
101607144412,Anthropology,"Ember, Carol R.",301 E53,32285,1992
112007111955,Labor economics and labor legislation,"Miranda, Gregorio S.",331 M672 3E,31507,1992
112007111955,Labor economics and labor legislation,"Miranda, Gregorio S.",331 M672 3E,32638,1992
111507144615,Fundamental statistics for college students,"De Leon, Cynthia R.",310 D346,32392,1992
120307090644,The banking laws in the Philippines,"Nolledo, Jose N.",346.082 N793,30999,1992
111507144615,Fundamental statistics for college students,"De Leon, Cynthia R.",310 D346,32391,1992
120307090644,The banking laws in the Philippines,"Nolledo, Jose N.",346.082 N793,30854,1992
111507144615,Fundamental statistics for college students,"De Leon, Cynthia R.",310 D346,90,1992
111907092219,Politics and the American future,"Harrigan, John J.",320.973 H297,285,1992
111907151045,The difficult triangle,"Jauberth, H. Rodrigo",327.730 J41,32136,1992
102507112305,Many voices,"Williams, Abiodun",302.3 W721,32141,1992
111407140631,Toward empowerment,"Calman, Leslie J.",305.42 C164,32132,1992
111907151045,The difficult triangle,"Jauberth, H. Rodrigo",327.730 J41,32135,1992
111507144615,Fundamental statistics for college students,"De Leon, Cynthia R.",310 D346,88,1992
111407140631,Toward empowerment,"Calman, Leslie J.",305.42 C164,32131,1992
111507144615,Fundamental statistics for college students,"De Leon, Cynthia R.",310 D346,89,1992
111307112742,Computers in society,"Schellenberg, Kathryn",303.4834 S341 4E,31889,1992
111307084236,Human behavior in organization,"Leveriza, Jose P.",302.35 L661,33528,1993
111607101456,Fundamentals of political science,"Ayson, Florentino G.",320 A987,32723,1993
112707135349,Dynamics of development the Philippine perspective,"Muhi, Estrellita T.",338.9 M952,32330,1993
111407105232,Plundering paradise,"Broad, Robin",304.2 B863,339,1993
111307084236,Human behavior in organization,"Leveriza, Jose P.",302.35 L661,33527,1993
112207090048,The fundamentals of taxation,"De Leon, Hector S.",336.2 D346 1993,32255,1993
102507092448,Together communicating interpersonally,"Stewart, John",302 S849,35113,1993
111607101456,Fundamentals of political science,"Ayson, Florentino G.",320 A987,584,1993
112207090048,The fundamentals of taxation,"De Leon, Hector S.",336.2 D346 1993,32256,1993
112207090048,The fundamentals of taxation,"De Leon, Hector S.",336.2 D346 1993,32257,1993
112207090048,The fundamentals of taxation,"De Leon, Hector S.",336.2 D346 1993,32258,1993
112707083237,Microeconomics,"McConnell, Campbell R.",338.5 M487,380,1993
112007160409,"Money, credit and banking","Fajardo, Feliciano R.",332.1 F159 4E,34060,1993
112207081237,The rise and fall of communism,"Hudelson, Richard H.",335.4 H884,32435,1993
112207081237,The rise and fall of communism,"Hudelson, Richard H.",335.4 H884,32433,1993
112207081237,The rise and fall of communism,"Hudelson, Richard H.",335.4 H884,32437,1993
111607105036,Contemporary political ideologies,"Eatwell, Rogert",320.5 E14,32449,1993
111607105036,Contemporary political ideologies,"Eatwell, Rogert",320.5 E14,32448,1993
111607105036,Contemporary political ideologies,"Eatwell, Rogert",320.5 E14,32447,1993
111607105036,Contemporary political ideologies,"Eatwell, Rogert",320.5 E14,32446,1993
111607105036,Contemporary political ideologies,"Eatwell, Rogert",320.5 E14,32442,1993
112007161916,Financial institutions and markets,"Johnson, Hazel J.",332.1 J67,282,1993
112107151733,"Sustainable development, environment and poverty nexus","Jalal, K. F.",333.7 J26,465,1993
112207081237,The rise and fall of communism,"Hudelson, Richard H.",335.4 H884,32436,1993
112007160409,"Money, credit and banking","Fajardo, Feliciano R.",332.1 F159 4E,872,1993
112007160409,"Money, credit and banking","Fajardo, Feliciano R.",332.1 F159 4E,34059,1993
112007160409,"Money, credit and banking","Fajardo, Feliciano R.",332.1 F159 4E,33451,1993
102307093205,Sociological snapshots,"Levin, Jack",301 L665,280,1993
112007160409,"Money, credit and banking","Fajardo, Feliciano R.",332.1 F159 4E,31607,1993
111607101456,Fundamentals of political science,"Ayson, Florentino G.",320 A987,32722,1993
112107090924,Central banking,"Fajardo, Feliciano R.",332.11 F175 CB94,33637,1994
112107090924,Central banking,"Fajardo, Feliciano R.",332.11 F175 CB94,34168,1994
112007150123,Labor management relations,"Miranda, Gregorio S.",331.89 M672 RE,19569,1994
112007150123,Labor management relations,"Miranda, Gregorio S.",331.89 M672 RE,19568,1994
112007150123,Labor management relations,"Miranda, Gregorio S.",331.89 M672 RE,19567,1994
112107090924,Central banking,"Fajardo, Feliciano R.",332.11 F175 CB94,34171,1994
112207154602,Entrepreneurship,"Fajardo, Feliciano R.",338.04 F175,32329,1994
112207104355,"The law on income taxation with illustrations, problems and solutions (with 1994 supplement)","Teodoro, Benjamin D.",336.2 T314 93E,32263,1994
112107110519,The New Central Bank Act (Republic Act No. 7653) with introductory features and selected banking circulars,"Nolledo, Jose N.",332.11 N793,32100,1994
112107110714,The New Central Bank Act (Republic Act No. 7653) with introductory features and selected banking circulars,"Nolledo, Jose N.",332.11 N793 00R,891,1994
112107110714,The New Central Bank Act (Republic Act No. 7653) with introductory features and selected banking circulars,"Nolledo, Jose N.",332.11 N793 00R,890,1994
112207154602,Entrepreneurship,"Fajardo, Feliciano R.",338.04 F175,33479,1994
112107144451,Textbook on agrarian reform and taxation (with cooperatives),"De Leon, Hector S.",333.31 D346,32264,1994
112107142811,Credits and collections,"Miranda, Gregorio S.",332.7 M672,32773,1994
112207154602,Entrepreneurship,"Fajardo, Feliciano R.",338.04 F175,529,1994
112107142811,Credits and collections,"Miranda, Gregorio S.",332.7 M672,32773A,1994
112207104355,"The law on income taxation with illustrations, problems and solutions (with 1994 supplement)","Teodoro, Benjamin D.",336.2 T314 93E,32675,1994
112107110519,The New Central Bank Act (Republic Act No. 7653) with introductory features and selected banking circulars,"Nolledo, Jose N.",332.11 N793,32057,1994
112007150123,Labor management relations,"Miranda, Gregorio S.",331.89 M672 RE,32725,1994
120307110902,The supreme court,"Reef, Catherine",347.035 R327,279A,1994
112707134657,Economic development,"Fajardo, Feliciano R.",338.9 F175 3E,9322,1994
112007150123,Labor management relations,"Miranda, Gregorio S.",331.89 M672 RE,32726,1994
120307085040,"Handbook on sales, agency and bailments for Commerce students","Nolledo, Jose N.",346.072 N793 95R,32864,1995
120307085040,"Handbook on sales, agency and bailments for Commerce students","Nolledo, Jose N.",346.072 N793 95R,32863,1995
112007142800,How to really get hired. Guaranteed!,"Saret, John Anthony M.",331.124 S244,700,1995
112007142800,How to really get hired. Guaranteed!,"Saret, John Anthony M.",331.124 S244,702,1995
112007142800,How to really get hired. Guaranteed!,"Saret, John Anthony M.",331.124 S244,699,1995
111907100452,When the Pentagon was for sale,"Pasztor, Andy",320.973 P293,909,1995
111607100346,College statistics,"Utzurrum, Jonathan B.",310 U93 CS,586,1995
112007142800,How to really get hired. Guaranteed!,"Saret, John Anthony M.",331.124 S244,701,1995
81810155122,The elements of language curriculum,"Brown, James Dean",306.449 B878,36799,1995
111407111438,1995 census-based city / municipal population projections,National Statistics Office,304.6 N277,34420,1995
112207142456,The new expanded vat law (R. A. No. 7716) with implementing regulations BIR primer and other issuances,"Nolledo, Jose N.",336.2714 N793,122,1995
102507092657,Shaping South Asia''s future,"Bhargava, Kant Kishore",302.14 B575,34328,1995
101607160959,Sociology in the Philippine setting,"Hunt, Chester L.",301 H639 MA,96,1995
112007142800,How to really get hired. Guaranteed!,"Saret, John Anthony M.",331.124 S244,698,1995
112707110732,A project feasibility study guidebook for Filipino students... and entrepreneurs,"Cuyugan, Jorge H.",338.71 C993 BP,66,1996
112707110732,A project feasibility study guidebook for Filipino students... and entrepreneurs,"Cuyugan, Jorge H.",338.71 C993 BP,67,1996
112107143737,The collapse of the Barings,"Fay, Stephen",332.75 F282,1195,1996
102307101749,Introduction to sociology and anthropology,"Palispis, Epitacio S.",301 P163,34558,1996
112007102609,The Philippine road to nichood,"Thompson, W. Scott",330.9 T486,548,1996
112607101137,Entrepreneurship and small business management,"Medina, Roberto G.",338.04 M491,34554,1996
111607103141,Political science,"Zaide, Sonia M.",320 Z21 2E,889,1996
112607101303,Entrepreneurship and small business management,"Medina, Roberto G.",338.04 M491 ES,259,1996
112907141307,Administrative orders and executive ussuances in implementing P. D. 27 and the CARL-RA 6657 from 1988 to 1994,"German, Milagros A.",346.044 G373 AI,80,1996
112907091842,The 1991 local government code with basic features,"Nolledo, Jose N.",342.09 N793,78,1996
112907091842,The 1991 local government code with basic features,"Nolledo, Jose N.",342.09 N793,32348,1996
111607103532,Foundations and dynamics of political science,"Zulueta, Francisco M.",320 Z94 96E,32931,1996
112607102201,Introduction to entrepreneurship,Small Enterprises Research and Development Foundation (SERDEF),338.04 S635 97E,863,1997
112907143224,The law on partnership and private corporations,"De Leon, Hector S.",346.0682 D346,33735,1997
111307085559,Organizational behavior,"Newstrom, John W.",302.35 N558,34126,1997
111307104119,Settings for change,"Mutony, Jane Cunningham",303.4 M992,31355,1997
102307104858,Contemporary social problems and issures,"Sanchez, Custodiosa A.",301 S211,696,1997
112907143224,The law on partnership and private corporations,"De Leon, Hector S.",346.0682 D346,600,1997
111307085559,Organizational behavior,"Newstrom, John W.",302.35 N558,33461,1997
111307104119,Settings for change,"Mutony, Jane Cunningham",303.4 M992,31356,1997
112607102201,Introduction to entrepreneurship,Small Enterprises Research and Development Foundation (SERDEF),338.04 S635 97E,1137,1997
111907104626,The development of democracy in the ASEAN region,"Dejillas, Leopoldo J.",321.8 D326,34288,1997
112907143224,The law on partnership and private corporations,"De Leon, Hector S.",346.0682 D346,254,1997
112907143224,The law on partnership and private corporations,"De Leon, Hector S.",346.0682 D346,253,1997
112907143224,The law on partnership and private corporations,"De Leon, Hector S.",346.0682 D346,528,1997
112707134450,Asian development outlook 1997 and 1998,Asian Development Bank,338.9 A832,466,1997
111507141717,Probability and statistical concepts,"Bolaños, Alex B.",310 B687,35458,"1997, 2005"
111507141717,Probability and statistical concepts,"Bolaños, Alex B.",310 B687,33644,"1997, 2005"
111907151606,Economics,"Baumol, William J.",330 B348,34145,1998
111607095610,General statistics,"Sta. Maria, Antonina C.",310 S232,34466,1998
111607095610,General statistics,"Sta. Maria, Antonina C.",310 S232,34465,1998
102407110450,General Sociology,"Zulueta, Francisco M.",301 Z94,581,1998
112107142006,Investment appraisal,"Holmes, Phil",332.6 H752,34180,1998
111507103945,Management and the TAO,"Silos, Leonardo R.",307.14 S585,34310,1998
112107142006,Investment appraisal,"Holmes, Phil",332.6 H752,34179,1998
111607100713,Basic statistics,"Ybanez, Lydia Monson",310 Y36,708,1999
112707105833,Business organization and management,"Medina, Roberto G.",338.7 M491,34490,1999
112707105833,Business organization and management,"Medina, Roberto G.",338.7 M491,33188,1999
112707105833,Business organization and management,"Medina, Roberto G.",338.7 M491,34491,1999
112707105833,Business organization and management,"Medina, Roberto G.",338.7 M491,33185,1999
111607100713,Basic statistics,"Ybanez, Lydia Monson",310 Y36,65,1999
112707105833,Business organization and management,"Medina, Roberto G.",338.7 M491,33184,1999
112707105833,Business organization and management,"Medina, Roberto G.",338.7 M491,33183,1999
102407112154,Socially shared inquiry,"Alfonso, Herminia Corazon M.",301.072 A388,33954,1999
111607091507,Applied basic statistics,"Reyes, Flordeliza C.",310 R457,707,1999
112207102602,Taxation,"Santos, Gonzalo T.",336.2 S237,33731,1999
112707105833,Business organization and management,"Medina, Roberto G.",338.7 M491,34492,1999
111507084720,Life at retirement,"Sison, Marites N.",306.38 S623,35089,1999
111507150316,Business statistics,"Del Rosario, Asuncion M.",310 D364,34174,1999
112007152441,"Money, credit and banking","Medina, Roberto G.",332 M491,33169,2000
111907155330,Economics,"Costales, Achilles C.",330 C837,34953,2000
111907155330,Economics,"Costales, Achilles C.",330 C837,34954,2000
120307091535,Insurance principles and practices,"Ronquillo, Zacarias M.",346.086 R773,1132,2000
112207090323,The fundamentals of taxation,"De Leon, Hector S.",336.2 D346 2000,33730,2000
112007152441,"Money, credit and banking","Medina, Roberto G.",332 M491,33165,2000
112007154605,Finance,"Melicher, Ronald W.",332.0973 M522,34159,2000
112007152441,"Money, credit and banking","Medina, Roberto G.",332 M491,33167,2000
112207090323,The fundamentals of taxation,"De Leon, Hector S.",336.2 D346 2000,860,2000
112207090323,The fundamentals of taxation,"De Leon, Hector S.",336.2 D346 2000,861,2000
112007152441,"Money, credit and banking","Medina, Roberto G.",332 M491,33168,2000
81810154942,Designing language cources,"Graves, Kathleen",306.449 G776,36800,2000
112207090323,The fundamentals of taxation,"De Leon, Hector S.",336.2 D346 2000,33410,2000
112007152441,"Money, credit and banking","Medina, Roberto G.",332 M491,800,2000
81214144545,Investigating communication : an introduction to research methods,"Frey, Lawrence R.",302.2072 F893 00E,38536,2000
112007154605,Finance,"Melicher, Ronald W.",332.0973 M522,34010,2000
112007152441,"Money, credit and banking","Medina, Roberto G.",332 M491,33166,2000
112007152441,"Money, credit and banking","Medina, Roberto G.",332 M491,33916,2000
102507110836,Group dynamics (with structured games and readings),"Evangelista, Lourdes L.",302.3 E92,33560,2000
102507110836,Group dynamics (with structured games and readings),"Evangelista, Lourdes L.",302.3 E92,33559,2000
120307105851,The negotiable instruments law annotated,"Nolledo, Jose N.",346.096 N793,33522,2001
111307090930,People in the work place,"Tongo - Mosura, Carmel",302.35 T665,33932,2001
111307090930,People in the work place,"Tongo - Mosura, Carmel",302.35 T665,33933,2001
112207152535,A business planning manual,"Cuyugan, Jorge H.",338.04 C993,864,2001
120307105851,The negotiable instruments law annotated,"Nolledo, Jose N.",346.096 N793,33521,2001
111307102846,How to lead a winning team,"Morries, Steve",303.34 M877,33483,2001
120307105851,The negotiable instruments law annotated,"Nolledo, Jose N.",346.096 N793,33495,2001
112907084431,Students manual on the new constitutions with study helps,"Nolledo, Jose N.",342.02 N793 SM-RE,33713,2001
112207152535,A business planning manual,"Cuyugan, Jorge H.",338.04 C993,34525,2001
112207102736,The law on income taxation,"Teodoro, Benjamin D.",336.2 T314 11E,33614,2001
112207102736,The law on income taxation,"Teodoro, Benjamin D.",336.2 T314 11E,34510,2001
112207102736,The law on income taxation,"Teodoro, Benjamin D.",336.2 T314 11E,34511,2001
112207152535,A business planning manual,"Cuyugan, Jorge H.",338.04 C993,34532,2001
111907144905,Quest for peace,"Cedeño, Lourdes R.",327.174 C389,34000,2001
111607092009,Statistics,"Rossi, Richard J.",310 R833,34416,2001
102507103731,Success in writing school papers,"King, Jenny",302.2244 K53,35155,2002
111607152322,The road beyond Edsa,"De Jesus, Melinda Quintos",320.9 D326,34661,2002
112907110237,Laws on education,Neo Asia Publishing Incorporated,344.07 N438,33393,2002
101607153322,Mapping the social and landscape,"Ferguson, Susan J.",301 F353,34289,2002
111607152322,The road beyond Edsa,"De Jesus, Melinda Quintos",320.9 D326,34662,2002
112107111958,"Introduction to Philippine money, credit and banking","Alminar - Mutya, Ruby F.",332.4 A449,33464,2002
112907091637,Philippine civil service law,"Busto, Arellano V.",342.068 B982,33462,2002
111507152717,"Instructor''s manual with test bank, solutions and transparency masters to accompany statistics for the behavioral sciences","Gravetter, Frederick J.",310 G776,35111,2002
112107111958,"Introduction to Philippine money, credit and banking","Alminar - Mutya, Ruby F.",332.4 A449,1438,2002
112207110911,Transfer and business taxation,"Valencia, Edwin G.",336.2 V152,33438,2002
111607152322,The road beyond Edsa,"De Jesus, Melinda Quintos",320.9 D326,34660,2002
111512152055,Quizzer in obligations and contracts made easy,"Ballada, Win Lu",346.07 B188 02E,37595,2002
112207110911,Transfer and business taxation,"Valencia, Edwin G.",336.2 V152,34493,2002
111307101851,Human behavior in organizations,"Zulueta, Francsico M.",302.35 z94,33789,2002
